User Query,Attribute Path,Path Length
What are some first steps for someone looking to pivot from a policy analyst role to a more hands-on career that makes a difference?,[],0
Can you help me find a new career path?,[],0
What should I do after I graduate if I dislike my field and am unqualified to pursue what I care about?,"['Emotional State', 'Profession']",2
Has anyone ever made a career side-step like this? How did you do it?,[],0
What else can a career switcher do to increase their chances of getting a role in a new industry?,[],0
How can I plan my next career steps with my given background?,[],0
What jobs can I get with a BA in Spanish that pay well without additional schooling?,[],0
What can I do to improve my job prospects as someone who graduated with a psychology degree and has been out of the workforce for several years?,[],0
Is it possible to learn IT from scratch at age 31 without technical knowledge?,['Profession'],1
What are some tips you have for disabled people going back to work after an extended break?,[],0
How do I go about getting a job in a different city or state?,[],0
"What can I do to get the motivation back in this position, or go about getting a raise when I've only been with my current Financial Controller for 5 months?",[],0
Would the downgrade leave me worse off than living away from family?,[],0
"Is pursuing a Bachelor of Computer and Information Sciences a logical move for my career, or should I consider self-teaching coding or taking short courses instead?",[],0
Should I leave my parents and move in with my girlfriend?,"['Emotional State', 'Marital Status', 'Economic Status', 'Mental Health Status']",4
"What do you think I should do? Take my mat leave, stay a few more months, then get a new job?",[],0
What should I consider before quitting my job at the 911 center due to high stress and workload?,[],0
Is there hope for my dad in a boot camp or any other retraining methods?,[],0
How do I handle an interview request after I've already taken another job?,[],0
Is it worth giving up the flexibility and perks of my current job to pursue a potentially more exciting role as a revenue analyst?,[],0
What field would you recommend for someone with no real goal for any particular field and should I pursue financial security or a sense of fulfillment?,['Profession'],1
"What should I pursue in terms of study or career options given my interests, and do you have any recommendations for a summer job outdoors?",[],0
Any advice on overcoming age perception issues and securing a job offer despite being deemed overqualified or too young?,[],0
What should I do next in my career in Environmental Education when I can't move from Minnesota?,[],0
"Has anybody else been in a similar situation and if so, what advice do you have? For those who have spent years in a call center environment, what was your exit strategy and what did you move on to?",[],0
"Does anyone know of any career options outside of writing fields for English majors? If so, any advice on this front would be amazing.",[],0
What advice do you have for finding a better career path?,[],0
What should I do as a Junior with a rising GPA who is willing to switch to any major?,[],0
"What career would you recommend for someone with a bachelor's degree in Life Sciences who has scoliosis and needs to avoid long periods of sitting, experiences panic attacks with public speaking and conflict, needs a consistent sleep schedule to manage anxiety and ADHD symptoms, requires time for regular exercise, is open to learning new skills but not becoming a doctor due to cost, and wants to make enough to raise a family in a sunny western state?",[],0
How would you advise me to better advertise my lack of experience or highlight what little experience I do have?,[],0
What advice do you have for making employers comfortable with hiring me for a part-time job?,[],0
"Could you please point me in the right direction to take for a career path in network administration, including a list of certs and skills to develop independently?",[],0
What should I study next to maximize my career options in mental health while considering my physical limitations?,[],0
What can I do to improve my situation?,[],0
"Has anyone had a similar experience with a boss like this, and maybe some advice on how to handle it?",[],0
Should I go for a master's degree in the US or take a job in India?,[],0
Is it worth sticking it out to a long career for good money in sales or would I be better off doing something like HR for $60-80k?,[],0
"Is working a stable, decent paying job from age 22 and making good investments better than going into extreme debt, getting a graduate degree (medicine or law), and earning six-figures by the time I’m 28-30?",[],0
What should I do about my career being at a dead end?,[],0
Should I continue in the same field of marketing?,[],0
How can I help my mom get back into software consulting/project management?,[],0
What options do I have for finding a job that pays well and fits my family situation?,[],0
"Should I pursue my interest in agriculture and see where it goes, or follow a different path?",[],0
Should I take the new job offer with a $10k raise given the pros and cons I mentioned?,[],0
"Should I choose the devil I know, or the angel I don't for my next 6 months before starting my MBA?",[],0
Does anyone have any recommendations on courses/diplomas I can use to fill a gap on my resume that potential employers will find appealing?,[],0
"What should I study to gain transferable skills for a smaller city, considering my benefit of nearly-free tuition?",[],0
Can you offer guidance on what profession is the most adequate for me?,[],0
What are some career paths I can transition to with a background in mathematics and teaching experience?,[],0
How do I convey my extensive experience and value to a company's Production/Warehouse needs without any formal training or certifications on my resume?,[],0
What should I do to prioritize making more money over my current job as a zookeeper?,['Profession'],1
What career options are available that don't involve college and make use of self-study skills?,[],0
How can I leave my stressful job and find a less stressful one?,[],0
"Anyone have any insight on where to start, how to start, and/or advice about a direction to take?",[],0
Should I stick with my corporation or leave for a start-up?,[],0
How can I make my sister who recently started college reconsider her major of choosing?,[],0
Does anyone have any advice or direction they could give me regarding my career options?,[],0
Should I leave my job for a corporate job that would pay me $90K+ with benefits or stay at my current job which I know has flexibility but pays significantly less?,[],0
Do I have the upper hand in negotiating my return to my old company?,[],0
What can I do to improve my marketability?,[],0
"Is it too late for a 40-year-old to start a career in IT, and how can I turn my age into a strength instead of a weakness?",[],0
"Should I take the high-position job offer in a field I'm not interested in, or quit everything to pursue self-improvement and find my true interests?",[],0
"Should I stop using the SaaS company on my resumé altogether, and how should I explain why I have been working retail the past two years?",[],0
Would anyone be able to offer advice on which path I should take between dental hygiene or a building trade?,[],0
How do you start from square one?,[],0
"With a fractured resume and basically next to no experience in my field, what should my next steps be?",[],0
How can I overcome my anxiety and manage my job search while dealing with additional responsibilities and financial pressure?,[],0
Do you think this is a sound plan to pursue a career in optometry or another medical field after paying off my student loan debt?,[],0
"What tips and solutions do you have for someone who is socially off, has no filter of what's appropriate professional conduct, and makes music/podcasts on the side that are political in nature?",['Mental Health Status'],1
"What can I do on my end to ensure my worries don't come true (calls all day, expectations, etc)?",[],0
How do I explain gaps in employment to potential employers?,[],0
What is my best option for graduating in May with a degree in Communications with no internship experience and a 2.9 GPA?,[],0
What should I do if I'm ready to switch careers after being burnt out as a nurse and nurse practitioner?,[],0
How can I go about getting a science-type job when I've been working in a completely different field for so long?,[],0
How do I make friends at work?,[],0
Am I making a big mistake by pursuing a career in HR as a 50-year-old with a new degree and no applicable experience?,[],0
Why does shit always happen to me and how can I avoid being harassed by a coworker or boss?,"['Emotional State', 'Past Self-Harm History']",2
Am I talking crazy or is it worth me gambling on myself for the happiness I seek?,['Emotional State'],1
What can I be doing to set myself up for a branding/digital marketing job change while trying to stay positive in my current role?,[],0
"What should my next step be, whether to take the risk of leaving a job I'm not happy in for something else, or just stay?",[],0
Would I be crazy to drastically alter my career/life path from engineering to becoming a wilderness rescue specialist and guide?,[],0
Is my goal and plan for a career change realistic?,[],0
"If they offer me the job, should I go for it?",[],0
Should I consider switching careers early on if programming is not something I'm confident in?,[],0
Should I stay at work despite being sick or go home to recover?,[],0
"What does it mean that my company is begging me not to leave while not addressing my need for help, and should I consider relocating for a new job opportunity?",[],0
What career options should I consider that match my skills and pay requirements without going back to school?,[],0
What non-office jobs can someone with a Bachelor's in Psychology find in the Boston area with a salary of $55k+?,[],0
What do I do? What is the best way to handle this without burning the bridge?,[],0
What can I do in the next six months and the next year to build a career for myself?,[],0
"Am I able to get a decent paying job with only an associates degree and certifications in computer repair/support, or should I return to school for a bachelor's degree?",[],0
Would I be totally shooting myself in the foot if I quit my job without having a new one lined up? How much harder will that make it to find a new job?,[],0
Would switching my career from a developer to a Customer Support Executive in Malaysia harm my IT career path too much?,[],0
What are some jobs or fields that would utilize his strengths and would be an ok transition for a restaurant manager/sommelier who wants to change careers?,[],0
What are some outdoorsy career options for a mom-to-be?,[],0
How can I approach my supervisor and plant manager to tell them I've changed my mind about my career goals and want to pursue a different path?,[],0
How do I become an herbal doctor and what degrees would be helpful to start with?,[],0
How can I change my job if I don't know exactly what makes me unhappy in my current position?,[],0
What kind of person am I from an objective point of view?,[],0
"What should I do? Take the better job offer, or wait and hope my boss keeps his promise?",[],0
How can I switch careers without knowing where to start?,[],0
What could my work and school experience translate to for a new career?,[],0
What is the best solution for me to switch fields considering my current situation?,[],0
How can I get back to competing at a high level in a lucrative and competitive career after falling behind my peers?,[],0
"How common is it for jobs or careers to go through ebbs and flows, and should I pursue Occupational Therapy or consider a different path?",[],0
"What career path would be a better choice for me as a young doctor considering my interest in radiology, teaching, and job stability?",[],0
"How viable is moving to Germany right now without a Master's Degree, and how might it impact my career compared to having a not-as-good Master's from my country?",[],0
What career path should I look into that will allow me to follow my dreams of traveling or moving internationally?,[],0
"Should I find a headhunter to help me get noticed more, or do I need a new approach to applying for jobs in the current internet age?",[],0
What should I do after losing my developer job in the first week?,['Emotional State'],1
"What are some good paying part time gigs, regardless of training or education?",[],0
What should be my next career move?,['Profession'],1
What are my options for making a career switch at 48 while considering remote or part-time work opportunities?,[],0
How can I get a job with good pay and benefits given my lack of experience?,[],0
Should I take a moderate paying but fulfilling job opportunity or hold out for a position that pays more money?,[],0
Will my degree be worthless because of my misdemeanor?,['Education Level'],1
"Should I stick at my old job, or take a chance for a bump in salary?",[],0
Should I focus on studying for my masters or should I focus on becoming technically more sound?,[],0
Which career path should I take?,['Profession'],1
What entry level jobs would help me in my career of being a writer?,[],0
Do you guys have advice on what to do if a background check didn't clear due to past incidents?,[],0
How do I direct myself toward a more fulfilling career?,[],0
Is it a bad move to accept a job at an international organization for 1-2 years if they expect a minimum commitment of three years?,[],0
What are some job ideas for transitioning from PR to a less stressful career with better work-life balance and a salary over $50K?,[],0
"Does anyone have any advice on where to start, what types of jobs/companies I should be looking for to get my foot in the door, or how to tailor my resume?",[],0
Should I choose a potential 300k a year job I may not love or an 85k a year job I probably would enjoy?,[],0
What do you recommend I do to find a job connected to speaking languages?,[],0
What should I do if I am having second thoughts about a job due to its location in a small city?,[],0
What are some good trades I could get into for the next 5+ years?,['Profession'],1
Should I take a job offer from a previous employer even though it might negatively impact my current boss who recently started his own company?,[],0
Are scrum courses or PM courses the better investment?,[],0
What kind of careers might interest me based off my love of my current part-time jobs?,[],0
Any advice on a field/career I might be interested in?,[],0
"Is it too late to start over in my late 20s, and how did it work out for others who did the same?",[],0
How can I find a new career path after being an electrician for 5 years without completing my certification?,[],0
Does anybody have ideas on what I can do for a career change?,[],0
Should I go back to school and finish my associate's degree in Business Administration to get a better job?,[],0
What careers can I start with one year of training or school that would allow me to sustain myself making $20 an hour?,[],0
"Should I take the job offer in NYC or SF, or pursue a military career?",['Profession'],1
Can my partner find a new job with his current experience as a retail store manager in training?,[],0
How can I afford living in Boston on a $20/hr job while managing my expenses?,[],0
How can I find guidance and a career path that provides both fulfillment and financial security?,[],0
Are there any non-office jobs that I can get with a B.S. in business that isn't a shit pay job like bartending or whatever?,[],0
What should I do about the client interview since I've decided to take a long break?,[],0
What should I do if I feel burned out and unhappy in my current job?,[],0
What kind of work from home jobs are open to me with a BS in Computer Science?,[],0
How can I deal with crippling anxiety related to my job as a Field Service Technician?,[],0
Has any math major managed to land a decent job without an internship?,[],0
What else can I do with 10 years of housekeeping/cleaning experience?,[],0
"Where can I professionally go as I approach 30 with a degree in communications and a love for writing, but no contacts?",[],0
How can I sustain myself off of my skills with no formal education?,[],0
Am I wrong to want to see what other job opportunities are out there for me?,[],0
"What career paths could be suitable for someone with a high-school diploma, lots of life skills, and experience in hospitality?",[],0
What should I do about my great job that I just don't really want to do?,[],0
"How can I quit on good terms given that I’ve only been there for 5 months? Additionally, is it maybe worth it to wait a few months to get a letter of recommendation from them?",[],0
How can I get things moving and transition from my current job to a career in the creative industry given my lack of professional experience?,[],0
How do I decide what career path to pursue given my interests and educational requirements?,[],0
"Should I stick with the only company I know and enjoy and get stuck in an area I don’t want to live, or change careers to move back home?",[],0
"What are some design careers that will be fulfilling and sustainable in the next five to ten years, considering the risks of obsolescence, outsourcing, and AI?",[],0
"What do you suggest I do about my university studies and career, considering my current situation?",[],0
"How do I manage my anxiety and answer interview questions with specific, succinct, and powerful responses?",[],0
What tech jobs can I find locally or online to make roughly $1800-2000 a month?,[],0
How do I go about getting a better job so I can get my degree?,[],0
"What type of role might I fit into in consulting, or is there another career path I can pursue with my data-centric skill set?",[],0
"What are the best options for online degrees in engineering, marketing, or accounting that allow me to continue working full time?",[],0
What qualifications do I need to become a care assistant for people with disabilities?,[],0
How can I leverage my skills to advance my career? Would I benefit from a master's? Which field would you recommend for the best career options? Is becoming an actuary still a viable option this late in life?,[],0
What should I do next after dropping out of my PhD program?,[],0
What career options should I consider for transitioning from the film industry to something more local near Albany?,[],0
Should I go back to my old job?,[],0
Should I take the new job offer from Firm B even though it means taking a financial hit?,[],0
Should I consider moving to a new job given the issues I've encountered at my current firm?,[],0
"How can I make this career change without going broke, or how can I deal with my current toxic job situation?",[],0
"What should I do with my life and career, considering I struggle with Computer Science and have the option to switch to Economics and take over my father's accounting company?",[],0
"What career should I choose between school counseling and Human Resources, considering my interest and financial needs?",[],0
How do I navigate a job offer and a subsequent interview for two separate departments in the same hospital?,[],0
"Should I stick it out at my current job until either I go back to school in fall 2020, stick it out until I have been there at least a year before looking for a new job, or start seriously looking for a new job now?",[],0
What advice do you have for someone trying to move relatively early in their career to avoid burnout?,[],0
What is the smartest career choice for me where I can make decent money and maintain peace in my daily life?,[],0
What jobs aren't as boring but pay well and won't require me going to school to get a new degree?,[],0
How do I move forward while not being miserable?,[],0
Will working on a farm for a season negatively impact my career in public health?,[],0
Do you have any ideas for career paths after caretaking?,[],0
Should I leave my current job as a contractor making $98k for a guaranteed union job at a hospital with a $162k total package?,[],0
How do I broach the subject of resigning to my bosses?,[],0
"Should I pursue a career as an events coordinator, or give my current job in corporate retail more time?",[],0
Should I study tourism or something related to languages?,[],0
Would you have any recommendations for someone in my position?,[],0
"What career options should I consider given my interests and work history, and do I need to go back to school?",[],0
How do I find a new career and get hiring managers in that career to consider me seriously when all my work experience has been in education?,[],0
What healthcare options are there for 26+ students going back to technical/art school?,[],0
What are some recommendations on how to get into the gaming field so I can convert to it full-time?,[],0
How difficult is it to get into a company and Local 183 as a labourer with no experience?,['Profession'],1
"Are there any jobs out there to get my foot in the door, whether it be IT or some sort of digital creative work?",[],0
Which degree program would be best for me considering my background/education?,[],0
Should I risk my comfortable teaching job for a new career in sales or another field where I can control my salary?,[],0
"Is it financially worth it to go into significant debt to earn a dental degree if I'm not absolutely in love with the profession, or would I be better off using the remaining $75K to start a business, invest, or get a degree in business/finance or computer science?",[],0
How can I transition from my state career in a social service agency to another field that better utilizes my skills and provides better pay and opportunities?,[],0
"Do I have the ability to make a lateral move, or am I stuck in my current career track?",[],0
What are some options for an out of work educator?,[],0
"Should I tell the chairman of the second institution that I'm back at my old place and there’s no hard feelings, or should I just leave it?",[],0
Is school even worth it at this point? Should I just stay where I am and try to get promoted?,['Education Level'],1
Can someone help me come up with some ideas for different jobs?,[],0
How do I find a career path?,[],0
"Is it a waste of time to try the mowing business, or should I pursue the firefighting path first?",[],0
Should I put in my two weeks?,[],0
What issues will I likely face in securing employment or once employed as a trade-qualified worker in Australia?,[],0
Are these thoughts just nerves about changing jobs and maintaining my medication if insurance coverage might not include mental health issues?,[],0
What are some career or job suggestions for someone with a BA in History who wants to move to AZ?,[],0
How do I frame the demotion to a prospective employer without coming off as a loser who couldn't hack it?,[],0
What careers could I switch to that pay well and either have paid training or a short (2 years or less) diploma/certificate/degree?,[],0
How have you put yourself back on track after a similar setback? Do you have advice?,[],0
How can I change my career in the UK?,[],0
What are some 'hands on' careers I can switch to without a degree and without taking a big pay cut?,[],0
Should I return to a city I hate for a job that would fulfill a long-held dream?,[],0
Any tips on what to do and where to look for a job after graduating from business school?,[],0
Could anyone give me some career advice?,[],0
Should I stay just so I can put that I have experience or try to reach out to other companies and hope they are willing to hire for at least what I’m getting paid now?,[],0
How do you even start to narrow down your career options?,['Profession'],1
What skills can I add to my resume while working full time and job hunting for entry-level project coordinator roles?,[],0
Should I stay in Accounting without a degree or switch to Computer Science?,[],0
How do you get into a field you don’t have a degree in like business or sales?,[],0
How do I reenter the workforce as a 24-year-old with no qualifications and hardly any work experience?,"['Profession', 'Education Level', 'Age', 'Economic Status', 'Emotional State', 'Health Status', 'Marital Status', 'Past Self-Harm History', 'Gender', 'Mental Health Status']",10
How can I prepare my career to position myself to become an initial Mars Settler?,[],0
Should I sacrifice a better job to live in a place I want or sacrifice living in the place I want for a better job?,[],0
How do I decide whether going to college (and taking on the debt and extra workload) makes sense? How can I determine if it's costing me call backs?,[],0
What positions and salary should I be aiming for with my background?,['Profession'],1
How long should I stay at my new job?,[],0
Should I go to Thailand with my friend for two months or focus on finding a career now?,[],0
Do I go to school for something that makes me happy or something that makes me lots of money?,[],0
Has anyone been able to gradually increase remote work days after returning to a previous job?,[],0
How can I find entry level employment out of state?,[],0
What are other career paths that I could take?,[],0
"What can I do with a BS in Psychology to increase my wages, either within social work or in other fields that my degree and experiences qualify me for?",[],0
How do I make a decision about my career when I feel that accountancy isn't for me but I can't think of an alternative?,[],0
What career path/s could a fairly recent college graduate take?,[],0
What should I do to prepare for working in my 50s as a senior manager in technology?,[],0
Is it normal to feel stressed after an interview for a new job?,[],0
"When I feel confident enough in my programming, would it be more ideal to continue my employment at this IT company or start a new career path somewhere?",[],0
"Should I potentially wait for an offer, assuming I get one that I am willing to accept, prior to approaching my boss for a new raise? Should I try and leverage this job offer at all, or is it finally time to move on?",[],0
"Should I be this scared to make the jump to a new job, and how do you deal with such a scenario?",[],0
"What are some good tests or ways of figuring out what I like to do, and how can I translate my day-to-day interests into a career?",[],0
How can I get past an interview?,['Profession'],1
How can I choose the right career path considering my interests and skills?,[],0
How do you know when to make the jump from helping those you have in front of you to helping those who help others on other campuses?,['Emotional State'],1
"When faced with choosing between a job I feel I have a duty to do but know I would never accomplish what I really want, or a job I love that doesn’t fulfill the duty I feel, what do I do?",[],0
What type of career path should I pursue if I want to work alone and assist/help people?,[],0
What certifications or courses should I do to move into IT at a level that allows me to earn about AED 10K USD per month in Dubai?,[],0
"Is there a job that would benefit from a dual degree in art and engineering, or some other technical degree?",[],0
Should I pursue studying animation/fine arts?,[],0
How should I change careers from pet grooming to a more white-collar job?,[],0
"If I go back to school, would anyone even hire me entry level out of school in my mid 30s?",['Age'],1
"Is it a wise choice to leave my current job and pursue my passion, or should I stay and learn skills online in my free time?",[],0
Should I go for another degree or just leave and keep looking for another job?,[],0
Does transitioning from a STEM field in an Asian country to the film industry in the US sound feasible?,[],0
"Should I change careers, and if so, what kind of job would be suitable for me?",[],0
What can I do with an Art Education degree that isn't teaching?,[],0
Is an ISA agreement a good idea?,[],0
"What jobs can a person with a Master's degree in Math and 20 years of experience in Academia work as, earning above $40k a year?",[],0
What are some factors I should consider when deciding between my current administrative assistant job at a bank and a potential office manager position at a tech startup?,[],0
Should I ask for a raise considering my current workload and responsibilities?,[],0
What can I do to become more marketable or should I switch to a career in computers?,[],0
Should I lie on my applications to get an entry-level IT job?,"['Emotional State', 'Profession', 'Economic Status', 'Health Status', 'Marital Status', 'Education Level', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Gender']",10
How can I tell my mom that I don't want to apply to a graduate program again?,[],0
How can I get myself out of this funk and on the path towards something I enjoy?,[],0
Can anyone suggest a career for this guy?,[],0
Has anybody been in this position? How did it turn out what did you do / what do you recommend?,['Emotional State'],1
"Is it worth going to university to study computer science for a career in software development, or should I self-teach or join a coding bootcamp?",[],0
How do I look for a job with no experience in foreign policy politics?,[],0
"What is an attainable, reasonable, and best paying job to train for, within reason? Contract or term work would suit me, as well.",[],0
How can I quit during my probationary period as the only employee without causing too much chaos?,[],0
What can I do to make money and change careers at my age?,[],0
"Am I in any way marketable to corporate America with my current experience and education, and is it possible to get a new job in Colorado by September/October?",[],0
Should I look for a new job or am I just not coping with working full time yet?,[],0
What advice can you give me about leaving my toxic job and pursuing an MBA?,[],0
How do I start a career when my degree is not particularly useful and I have no experience in anything besides education?,['Profession'],1
"What might be a decent career transition that would be a step up in pay and benefits, even if it's the same pay?",[],0
What should I do to balance my interest in art and programming while achieving financial stability?,[],0
"What are some career options I can look into for a fast-paced, people-oriented role in NYC, and how is the job market there?",[],0
How can I land a job out of state?,[],0
Should I continue Computer Science or look for another field?,[],0
"Should I stay in publishing for short-term financial gain, or pursue my long term goal of becoming a corporate lawyer?",[],0
Does my education and career plan seem attainable or realistic?,[],0
Should I decline a full time offer to sort things out in my life?,[],0
Can someone help provide some motivational books or videos about career changes?,[],0
What should I do to transition into the business world effectively?,[],0
Should I stay in my current management job with good pay and flexibility or accept an entry-level position at a company with more growth potential but lower pay?,[],0
What can I do to achieve my goal of working in a Records or Evidence room for the police department without becoming a police officer?,[],0
How do you hop career paths blindly?,[],0
Am I too late to start a STEM career in biology after 30?,[],0
"How do I help my girlfriend who struggles with Depression/BPD, Anxiety and was just fired from her foodservice job?",[],0
Am I doing the right thing by focusing on Python coding and getting an AWS certification to eventually apply for a developer role?,[],0
"Should I continue with my Civil Engineering major despite my lack of passion and stress, or should I seek another career path, and if so, how?",[],0
Should I stay at my current location or move to a different region for better opportunities?,[],0
Does anyone have suggestions or experiences on changing careers from IT to something more meaningful that involves helping people?,[],0
Do you have any suggestions for a career change that doesn't require another 4-year degree?,[],0
What career should I choose at 33 years old that pays 45k+ and allows me to feel fulfilled?,[],0
Any suggestions/advice on how to put my degree to use in a completely different field?,[],0
"Should I take the senior manager role at this company with a salary of 125k, even though it's a lateral move without a bump in compensation?",[],0
"What career or educational paths can I consider that align with my interest in mechanical and electrical things and could help me achieve a higher income, closer to $70-80k a year?",[],0
"Should I change career paths slightly to pursue an offshore paramedic and safety position, or continue towards my goal of becoming a flight medic?",[],0
"How do you balance being a parent and work, especially with a partner in the military, and what careers should I consider for a 9-5 schedule?",[],0
"What should I do to find a fulfilling career path, considering my current dissatisfaction with my job and confusion about future options?",[],0
Is the utility plant operator trainee program worth it for me?,[],0
How can I help my mom find a job in the UK?,[],0
Is it common practice to be asked to update a resume before an in-person interview?,[],0
"What should I do about changing my major from Korean studies to potentially studying Psychology, considering my situation?",[],0
How can I improve my professional profile to get people to hire me in the field I want?,[],0
Can you suggest alternative career paths or give advice on what to do next?,[],0
How do I tackle the situation with my fellow employee who constantly tries to put me down?,[],0
What should I do about my job situation with Staples and the rescinded offer from Sam’s Club?,['Profession'],1
"How does someone who has social anxiety, generalized anxiety, and depression get a job or at least have a steady income?",[],0
What are some careers that would pay around 30k starting or more and have growth potential?,[],0
What pathways does my new job open for me and should I think about re-enrolling in school or staying the course as a manager?,[],0
Are there others that have taken this sort of 'sabbatical'? How did it go? How do people find out what career is right for them? Am I just a complete idiot?,"['Profession', 'Emotional State']",2
"What's the proper polite but firm way of bringing up a salary raise concern again, without sounding greedy or ungrateful?",[],0
"What do you guys think my best course of action would be here? Is it in my best interest to buckle down and finish the degree, or would I be making a smart decision to try a job in the natural gas industry?",[],0
What would be a good job for ~2 years while waiting for a program at school?,[],0
Should I take the job offer at the Vet Clinic Pet shop or stay in my current admin job?,[],0
"Should I leave my current job making $98k for a hospital maintenance job paying $57/hr with benefits, even though I would have to quit school?",[],0
"How can I break my job search into smaller, achievable steps?",[],0
"Would it be wise for me to leave Wisconsin (USA) for a better career, culture, and industry?",[],0
"What can I do with an English Lit degree that requires about a year of training, is in better demand, and pays more than 50k a year?",[],0
Any pointers or reading recommendations on Project Management/Coordination?,[],0
What should I do next if my associate's degree in computer science isn't opening up job opportunities for me?,[],0
Where should I begin to get into the theme park or entertainment industry?,[],0
"Could someone help me identify some potential career ideas that would use some of the experience earned, while still keeping things interesting and new?",[],0
How do I handle my employees thinking they can overrule me because I'm younger?,[],0
What else can I be doing to avoid getting rejected after interviews with only 'not a good fit' as a reason?,[],0
